"","stat.socio","dwelling.size","dwelling.tenure2","region.f","state.f","municipality.pop","ac.acquire","total_niv","material.wall","material.roof","material.floor","antigua","cuart_dorm","fridge.adopt","washing.adopt","iron.adopt","tv.adopt","celphone.adopt","fan.adopt","cons.month.kwh.hig1"
"24686","mid-low","76-100m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",40,3,"Yes","Yes","Yes","Yes","Yes","Yes",333.980192719486
"24688","mid-low","76-100m2","Rented","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",99,3,"Yes","Yes","No","Yes","Yes","Yes",145.352611688487
"24691","mid-high","Don't know","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","asbestus laminate","wood/mosaic",40,2,"Yes","Yes","No","Yes","Yes","Yes",142.599552734093
"24695","mid-low","101-150m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",99,2,"Yes","Yes","No","Yes","Yes","Yes",331.47505879875
"24696","mid-low","<201m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","wood/mosaic",36,4,"Yes","Yes","No","Yes","Yes","Yes",224.567346508934
"24703","high","<201m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",52,2,"Yes","Yes","Yes","Yes","Yes","No",1183.17698242752
"24705","mid-low","76-100m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"wood","wood","wood/mosaic",26,2,"Yes","Yes","No","Yes","Yes","Yes",201.950392576731
"24708","mid-low","101-150m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",20,2,"Yes","Yes","Yes","Yes","Yes","Yes",459.850107066381
"24712","mid-high","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","wood/mosaic",31,2,"Yes","Yes","No","Yes","Yes","Yes",493.334599709885
"24713","mid-high","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","wood/mosaic",26,2,"Yes","Yes","Yes","Yes","Yes","Yes",152.743422452308
"24720","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","metal laminate","cement",18,2,"Yes","Yes","Yes","Yes","Yes","Yes",215.316559600286
"24721","mid-low","76-100m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",23,2,"Yes","Yes","No","Yes","Yes","Yes",374.428342000612
"24727","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",12,1,"Yes","No","No","Yes","Yes","Yes",298.314669849405
"24728","mid-low","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",99,1,"Yes","Yes","No","Yes","Yes","Yes",282.079896092955
"24730","mid-low","56-75m2","Rented","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",99,2,"Yes","No","No","No","Yes","Yes",125.371012029289
"24733","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","metal laminate","cement",11,1,"Yes","Yes","No","Yes","No","No",145.635133368201
"24738","mid-low","31-55m2","Rented","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",99,1,"Yes","Yes","No","Yes","Yes","Yes",213.526052819415
"24741","mid-low","31-55m2","Rented","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",99,1,"Yes","Yes","Yes","Yes","Yes","Yes",153.227262717463
"24742","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",12,2,"Yes","Yes","Yes","Yes","Yes","Yes",197.10746531601
"24744","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",8,1,"Yes","Yes","No","Yes","Yes","Yes",132.699790794979
"24745","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",19,2,"Yes","Yes","No","Yes","Yes","Yes",209.522127052106
"24748","mid-low","151-200m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",10,2,"Yes","Yes","Yes","Yes","Yes","Yes",645.635202021975
"24752","mid-low","31-55m2","Borrowed","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",99,2,"Yes","Yes","Yes","Yes","Yes","Yes",773.095447046021
"24753","mid-low","151-200m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","metal laminate","cement",40,2,"Yes","Yes","No","Yes","Yes","Yes",267.714223496534
"24766","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","metal laminate","wood/mosaic",99,2,"Yes","Yes","No","Yes","Yes","Yes",309.833774906544
"24771","mid-high","101-150m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",42,3,"Yes","Yes","Yes","Yes","No","Yes",241.518983039326
"24774","mid-low",">30m2","Rented","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","cement",99,1,"Yes","Yes","Yes","Yes","Yes","Yes",235.388892726394
"24777","mid-low","31-55m2","Borrowed","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",28,1,"Yes","No","Yes","Yes","Yes","Yes",181.211701984073
"24778","mid-low","76-100m2","Other","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",35,2,"No","No","No","Yes","No","Yes",201.94228946537
"24779","mid-low","151-200m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","metal laminate","cement",33,2,"Yes","Yes","Yes","Yes","Yes","Yes",307.343565525384
"24780","mid-low","101-150m2","Borrowed","Extremely hot","Tamaulipas",">100k","No",1,"wood","metal laminate","cement",99,3,"Yes","Yes","No","Yes","Yes","Yes",271.889984905395
"24789","mid-high","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",20,2,"Yes","Yes","No","Yes","Yes","No",193.190238265185
"24797","mid-high","31-55m2","Rented","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",99,2,"Yes","No","Yes","Yes","Yes","Yes",123.436192468619
"24802","mid-low","56-75m2","Other","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",99,2,"Yes","Yes","Yes","Yes","Yes","Yes",228.672605544182
"24806","mid-high","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",34,2,"Yes","Yes","No","Yes","Yes","Yes",542.263026409707
"24808","mid-high","31-55m2","Borrowed","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",99,1,"Yes","Yes","Yes","Yes","Yes","Yes",300.652748037116
"24809","mid-high","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",28,2,"Yes","Yes","Yes","Yes","Yes","Yes",581.770521056388
"24816","mid-high","31-55m2","Rented","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","wood/mosaic",99,1,"Yes","Yes","No","Yes","Yes","Yes",307.05069124424
"24824","mid-low","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",10,2,"Yes","Yes","Yes","Yes","Yes","Yes",285.176832216619
"24832","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",15,2,"Yes","Yes","No","Yes","Yes","Yes",149.834997975435
"24837","mid-low","31-55m2","Rented","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",10,1,"Yes","Yes","No","Yes","Yes","Yes",192.090173976966
"24839","mid-low","101-150m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","metal laminate","cement",20,3,"Yes","Yes","Yes","Yes","Yes","Yes",304.761904761905
"24842","mid-low",">30m2","Rented","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","cement",99,1,"Yes","Yes","No","No","Yes","Yes",79.4720232607616
"24849","mid-low","101-150m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",12,2,"Yes","Yes","Yes","Yes","Yes","Yes",225.500713775874
"24850","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",15,2,"Yes","Yes","Yes","Yes","Yes","Yes",290.81977159172
"24852","high","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",23,2,"Yes","Yes","Yes","Yes","Yes","Yes",224.853560820612
"24855","high","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",25,1,"Yes","Yes","Yes","Yes","Yes","Yes",257.479104786903
"24864","high","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",17,2,"Yes","Yes","Yes","Yes","Yes","Yes",107.745044241718
"24868","high","31-55m2","Rented","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",99,1,"Yes","Yes","Yes","Yes","Yes","Yes",218.331642811526
"24870","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",11,1,"Yes","Yes","No","Yes","Yes","No",228.787064929409
"24871","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","wood/mosaic",10,2,"Yes","Yes","Yes","Yes","Yes","Yes",203.430842376511
"24874","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",10,2,"Yes","No","No","Yes","Yes","Yes",222.559624898472
"24875","mid-low","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",9,1,"Yes","Yes","Yes","Yes","Yes","Yes",154.82949790795
"24879","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",12,2,"Yes","Yes","Yes","Yes","Yes","Yes",270.939785140381
"24881","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",11,1,"Yes","No","No","Yes","Yes","Yes",311.802834702537
"24883","mid-low","31-55m2","Rented","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",99,1,"Yes","Yes","No","Yes","Yes","Yes",305.090909090909
"24890","mid-low","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",11,2,"Yes","Yes","Yes","Yes","Yes","Yes",246.501562116053
"24891","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",11,2,"Yes","No","No","Yes","Yes","No",82.5992036712107
"24893","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",9,2,"Yes","Yes","No","Yes","Yes","Yes",123.437478565059
"24902","mid-low","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",10,2,"Yes","Yes","Yes","Yes","Yes","No",359.094080265248
"24908","mid-high","Don't know","Rented","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","cement",99,2,"Yes","No","Yes","Yes","Yes","Yes",110.987650155217
"24913","mid-low","56-75m2","Borrowed","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","wood/mosaic",99,2,"Yes","Yes","Yes","Yes","Yes","Yes",187.784082798001
"24914","mid-low","31-55m2","Rented","Extremely hot","Tamaulipas",">100k","No",3,"brick","concrete","wood/mosaic",99,1,"Yes","No","Yes","Yes","Yes","Yes",96.6746861924686
"24928","mid-high",">30m2","Rented","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","wood/mosaic",99,1,"No","No","Yes","Yes","Yes","Yes",43.2298743033804
"24929","mid-high",">30m2","Rented","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","cement",99,1,"No","No","No","Yes","Yes","Yes",53.3568726355612
"24931","mid-high","Don't know","Owned","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","cement",38,1,"Yes","Yes","No","Yes","No","Yes",153.32129842084
"24937","high","56-75m2","Borrowed","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","cement",99,2,"Yes","Yes","No","Yes","Yes","Yes",141.866311243083
"24939","high","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","cement",15,2,"Yes","Yes","No","Yes","Yes","Yes",155.8115130247
"24941","high","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","wood/mosaic",16,2,"Yes","Yes","Yes","Yes","Yes","Yes",158.038883278026
"24942","mid-high","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",3,"brick","concrete","wood/mosaic",99,2,"Yes","Yes","Yes","Yes","Yes","Yes",191.534741194713
"24943","mid-high","76-100m2","Rented","Extremely hot","Tamaulipas",">100k","No",3,"brick","concrete","wood/mosaic",99,2,"Yes","Yes","Yes","Yes","Yes","Yes",241.123458613306
"24947","mid-high","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","wood/mosaic",20,3,"Yes","Yes","Yes","Yes","Yes","Yes",216.238278077235
"24948","mid-high","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","wood/mosaic",20,2,"Yes","Yes","Yes","Yes","Yes","Yes",181.725983903123
"24951","mid-high","76-100m2","Owned","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","wood/mosaic",12,3,"Yes","Yes","Yes","Yes","Yes","Yes",203.306969676038
"24952","mid-high","56-75m2","Rented","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","wood/mosaic",99,4,"Yes","No","Yes","No","Yes","Yes",201.777647302618
"24954","mid-high","101-150m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","wood/mosaic",42,1,"Yes","Yes","Yes","Yes","Yes","Yes",97.0424483735997
"24958","mid-high","151-200m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","wood/mosaic",30,3,"Yes","Yes","Yes","Yes","Yes","Yes",210.613732126822
"24959","mid-high","31-55m2","Rented","Extremely hot","Tamaulipas",">100k","No",1,"wood","metal laminate","wood/mosaic",99,2,"Yes","No","Yes","Yes","Yes","Yes",85.8671548117155
"24961","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","cement",39,1,"Yes","Yes","Yes","Yes","Yes","Yes",134.395667431502
"24963","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",6,2,"No","Yes","No","Yes","Yes","Yes",27.598382397704
"24965","mid-low","101-150m2","Rented","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","cement",99,2,"Yes","Yes","Yes","Yes","Yes","Yes",200.758099053671
"24966","mid-high","101-150m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",29,2,"Yes","Yes","Yes","Yes","Yes","Yes",176.933689051146
"24971","mid-low","76-100m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","wood/mosaic",25,1,"Yes","Yes","Yes","Yes","No","Yes",109.716078900179
"24972","mid-low","76-100m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",16,3,"Yes","Yes","Yes","Yes","Yes","Yes",206.768974541994
"24973","mid-low","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","cement",16,3,"Yes","No","No","Yes","Yes","Yes",169.477244145338
"24976","mid-low","101-150m2","Owned","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","cement",23,1,"Yes","Yes","No","Yes","Yes","Yes",198.209228431305
"24977","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","wood/mosaic",15,1,"Yes","Yes","Yes","Yes","Yes","Yes",154.317384262384
"24980","mid-high","101-150m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","wood/mosaic",27,3,"Yes","Yes","Yes","Yes","Yes","Yes",153.32129842084
"24986","mid-high","31-55m2","Rented","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",99,2,"Yes","No","No","Yes","Yes","Yes",175.492862241256
"24990","mid-high","<201m2","Borrowed","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","cement",10,2,"Yes","Yes","Yes","No","Yes","Yes",187.651804833282
"24992","mid-high","56-75m2","Rented","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",99,3,"Yes","Yes","Yes","Yes","Yes","Yes",186.085431588274
"24996","mid-high","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",16,2,"Yes","Yes","No","Yes","Yes","Yes",317.747976626865
"25013","mid-low",">30m2","Borrowed","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",25,1,"Yes","No","Yes","Yes","Yes","Yes",103.365062761506
"25014","mid-low","76-100m2","Owned","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","cement",99,2,"Yes","Yes","Yes","Yes","Yes","Yes",175.668451106353
"25017","mid-low",">30m2","Borrowed","Extremely hot","Tamaulipas",">100k","No",1,"brick","metal laminate","cement",12,1,"No","Yes","No","Yes","Yes","No",187.574129858818
"25018","mid-low","76-100m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",40,2,"Yes","Yes","Yes","Yes","Yes","Yes",169.491170838948
"25019","mid-low","151-200m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",99,2,"Yes","Yes","Yes","Yes","Yes","Yes",287.034805647298
"25025","mid-high","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",20,1,"Yes","Yes","No","Yes","Yes","Yes",117.869195418067
"25026","mid-high","76-100m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","wood/mosaic",99,3,"Yes","Yes","Yes","Yes","Yes","Yes",315.620107417418
"25027","mid-high","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","wood/mosaic",35,1,"Yes","Yes","Yes","Yes","Yes","Yes",245.78814671548
"25032","mid-low","151-200m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","wood/mosaic",31,2,"Yes","Yes","Yes","Yes","Yes","Yes",311.039234648062
"25033","mid-low","101-150m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","wood/mosaic",2,3,"Yes","Yes","Yes","Yes","Yes","Yes",216.900946328659
"25035","mid-high","76-100m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",25,3,"Yes","Yes","Yes","Yes","Yes","Yes",148.838912133891
"25037","mid-high","76-100m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","wood/mosaic",16,1,"Yes","Yes","Yes","Yes","Yes","Yes",231.174621813912
"25040","high","101-150m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",8,3,"Yes","Yes","Yes","Yes","Yes","Yes",210.78365683498
"25041","high","101-150m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","wood/mosaic",20,3,"Yes","Yes","Yes","Yes","Yes","Yes",255.983629204946
"25042","high","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","wood/mosaic",99,3,"Yes","Yes","Yes","Yes","Yes","Yes",120.948508570657
"25045","mid-low","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",4,1,"Yes","Yes","Yes","Yes","Yes","Yes",189.891149179158
"25047","mid-low","56-75m2","Borrowed","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","wood/mosaic",99,2,"Yes","No","No","Yes","Yes","Yes",63.5404617993651
"25055","high","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","wood/mosaic",5,2,"Yes","Yes","No","Yes","Yes","Yes",343.494853906196
"25060","mid-high","76-100m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","wood/mosaic",99,2,"Yes","Yes","No","Yes","Yes","Yes",221.320251342718
"25063","mid-high","76-100m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","wood/mosaic",17,3,"Yes","Yes","Yes","Yes","Yes","Yes",182.395746379705
"25067","mid-low","31-55m2","Borrowed","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",15,1,"Yes","Yes","Yes","Yes","Yes","No",129.811715481172
"25069","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas","15k-100k","No",1,"brick","concrete","cement",99,1,"Yes","Yes","Yes","Yes","No","Yes",141.575014943216
